"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ABCB1",5.91431944271159e-09,-3.24293285573728,0.002,0.023,0.000108468618579331
"ATP5A1",5.93951735414384e-09,-0.240116088462008,0.522,0.547,0.000108930748274998
"FUT8",6.00843736709045e-09,-1.74329821269704,0.016,0.048,0.000110194741312439
"TJP3",6.04211998534727e-09,-5.4136606289255,0,0.014,0.000110812480531269
"IGSF22",6.04211998534868e-09,-5.58901744166715,0,0.014,0.000110812480531295
"RP5-1180E21.5",6.06544407057639e-09,-1.85958642808019,0.016,0.044,0.000111240244254371
"SDR39U1",6.08799029969718e-09,-0.679860087769634,0.101,0.133,0.000111653742096446
"ZNF675",6.13242637241703e-09,-1.53920799234427,0.021,0.044,0.000112468699670128
"ADPRM",6.13407690278702e-09,-1.30426290900539,0.033,0.072,0.000112498970397114
"RXRB",6.22262039901086e-09,-0.842156601847729,0.072,0.11,0.000114122858117859
"LINC00426",6.22793714663864e-09,-4.58504376891453,0.001,0.018,0.000114220367269353
"CEP290",6.25007484186127e-09,-1.40719693787227,0.027,0.064,0.000114626372599736
"ITPKB",6.27002139381809e-09,-1.06792931854114,0.051,0.096,0.000114992192362624
"NDUFB9",6.27762669815127e-09,0.315575171514902,0.589,0.499,0.000115131673644094
"PLEKHG1",6.30639885167133e-09,-4.38790331917544,0.001,0.018,0.000115659354939652
"GGA1",6.319659686219e-09,-0.599786039444361,0.152,0.198,0.000115902558645256
"TMEM69",6.33997492402857e-09,0.227283870212044,0.118,0.087,0.000116275140106684
"ATP10D",6.38437749611076e-09,0.635107342493685,0.048,0.024,0.000117089483278671
"XAF1",6.4373896020272e-09,0.370482691167106,0.149,0.102,0.000118061725301179
"U2AF1",6.5552478270603e-09,0.191439214874156,0.216,0.168,0.000120223245148286
"UTP11L",6.59718866690698e-09,0.654719974637903,0.109,0.064,0.000120992440151074
"TMX4",6.65310346967591e-09,0.569765835830026,0.216,0.147,0.000122017917633856
"DNAJB12",6.68752925810307e-09,0.610105575400645,0.137,0.085,0.00012264928659361
"PPP4R1",6.75411732552816e-09,1.31903654519041,0.058,0.024,0.000123870511750187
"SPAG9",6.78687654201687e-09,0.780563359971708,0.116,0.066,0.000124471315780589
"MAP4K4",6.88710453104849e-09,0.749367100867862,0.163,0.102,0.000126309497099429
"ITGAV",6.89870370810979e-09,1.8504718054776,0.031,0.008,0.000126522226006734
"HDHD2",7.0499966646213e-09,-0.400517662225073,0.079,0.083,0.000129296938829155
"RFWD2",7.06163961589630e-09,0.679646154533753,0.133,0.08,0.000129510470555538
"TMEM183A",7.09921611694488e-09,0.158288157417571,0.198,0.156,0.000130199623584769
"PRR5L",7.15723890210351e-09,-2.55410517629492,0.007,0.031,0.000131263761464578
"PCSK1N",7.1817103710242e-09,-2.17300714152985,0.007,0.033,0.000131712568204584
"SHFM1",7.18659305549309e-09,0.33859736180233,0.456,0.366,0.000131802116637743
"YEATS4",7.22192005408541e-09,-0.809030208900118,0.085,0.128,0.000132450013791926
"NSUN5",7.2495717603369e-09,-0.674454721539192,0.115,0.157,0.000132957146084579
"ATG2A",7.28736202516584e-09,-0.575390055197039,0.083,0.094,0.000133650219541541
"PFKFB4",7.29199790583014e-09,2.58636380021954,0.021,0.004,0.000133735241592925
"SCAPER",7.30048801174893e-09,-1.01167338612237,0.055,0.096,0.000133890950135475
"PMPCB",7.33911721954133e-09,-0.529365976383854,0.165,0.209,0.000134599409806388
"WIPF1",7.35046945956234e-09,-0.320306332167914,0.401,0.439,0.000134807609888373
"RHBDD2",7.36273712585682e-09,-0.728749757033106,0.086,0.118,0.000135032598888214
"MSMO1",7.39915276529686e-09,-1.68778767937858,0.016,0.049,0.000135700461715545
"PI4K2A",7.49304436875799e-09,0.596186425400211,0.05,0.027,0.000137422433723022
"IL18RAP",7.54167426380107e-09,-2.97869906995604,0.004,0.026,0.000138314305998112
"ZNF667",7.56702070569552e-09,-3.98748308188803,0.001,0.02,0.000138779159742456
"UCKL1",7.60442329854024e-09,-0.973285886781738,0.051,0.083,0.000139465123295228
"SUPT16H",7.62124089660071e-09,-0.557957996982852,0.129,0.159,0.000139773558043657
"RP11-1391J7.1",7.62711072177037e-09,1.13045994168182,0.035,0.013,0.000139881210637269
"ZNF773",7.71186292993217e-09,-3.589244382027,0.002,0.021,0.000141435566134956
"GOLGA7B",7.75194336347166e-09,-3.60781406816163,0.002,0.021,0.00014217064128607
"PPA2",7.75635290755066e-09,0.316199714133306,0.214,0.159,0.000142251512324479
"PPM1B",7.82544407470719e-09,-0.360463565948772,0.15,0.164,0.00014351864433013
"CDC14A",7.88343409350985e-09,-1.33182846604151,0.033,0.07,0.000144582181274971
"ABCE1",7.99804835916314e-09,-0.517992940011796,0.131,0.158,0.000146684206907052
"FZD1",8.01135727962820e-09,2.41133714164657,0.024,0.005,0.000146928292508381
"RLN2",8.01217256392296e-09,-3.6117807203682,0.002,0.022,0.000146943244822347
"HIST1H2BN",8.1403626947944e-09,-2.0245104303921,0.012,0.031,0.000149294251822529
"SNRPA",8.19664540613438e-09,-0.512566668177038,0.173,0.216,0.000150326476748505
"HLTF",8.20331113107875e-09,-1.9790425209066,0.011,0.04,0.000150448726143984
"CA5B",8.2508647436562e-09,-1.09700320787494,0.039,0.066,0.000151320859398655
"GYLTL1B",8.32259134828946e-09,-3.21623677507988,0.004,0.025,0.000152636325327629
"RALA",8.32507646921367e-09,-0.768461769862218,0.075,0.109,0.000152681902445379
"ZNF581",8.34241122964926e-09,0.161793683490805,0.169,0.13,0.000152999821951767
"AC004951.6",8.3944277751355e-09,-0.590903309656807,0.103,0.128,0.000153953805395985
"TKTL1",8.46735778022449e-09,-3.6932902832803,0.002,0.022,0.000155291341689317
"SERINC1",8.67210648062191e-09,0.471265679499666,0.221,0.155,0.000159046432854606
"MYO7A",8.8757874737638e-09,3.66778432914483,0.013,0.001,0.000162781942268828
"SLC36A1",8.97957890241403e-09,2.39936074227022,0.024,0.005,0.000164685477070273
"HTATSF1",9.13600441393758e-09,-0.666860268879099,0.113,0.159,0.000167554320951615
"NUTF2",9.21840521395548e-09,-0.438554275440184,0.186,0.221,0.000169065551623943
"IP6K2",9.41241932844078e-09,-0.905418189519529,0.062,0.098,0.000172623770483604
"EHD4",9.56243093713059e-09,-0.626642848406853,0.075,0.092,0.000175374983386975
"NHSL2",9.58935782947144e-09,0.425502366265122,0.301,0.223,0.000175868822592506
"TRAF4",9.6872650215083e-09,-1.79782356795562,0.016,0.046,0.000177664440494462
"TCAF2",9.71997603367927e-09,-2.10445228355087,0.01,0.031,0.000178264360457678
"TRIM47",9.72363406753227e-09,-4.09213298117175,0.001,0.019,0.000178331448798542
"GSTM3",9.88702320119817e-09,-2.34022384620397,0.007,0.032,0.000181328005509974
"IGLL5",9.8884651579571e-09,-3.8860466282278,0.001,0.018,0.000181354450996933
"RAB44",9.9116443352463e-09,4.63037032121854,0.011,0,0.000181779557108417
"CDK5RAP3",9.96576122909535e-09,-0.491366171443364,0.166,0.198,0.000182772060941609
"E2F3",9.97473874526532e-09,0.643997557120606,0.078,0.043,0.000182936708588166
"RNF141",9.99130500096989e-09,0.848790605144072,0.129,0.076,0.000183240533717788
"DNASE1L1",1.00528518058844e-08,0.797575741905499,0.079,0.041,0.00018436930211992
"ENC1",1.01009749641874e-08,1.16491480713178,0.028,0.009,0.000185251880843197
"C10orf35",1.02068070918898e-08,-3.40718824855967,0.002,0.022,0.00018719284206526
"DKC1",1.03785949915622e-08,-0.787377900621189,0.086,0.132,0.00019034343214525
"NOP14",1.04877781934897e-08,-1.48930813499697,0.024,0.052,0.000192345852068601
"KIAA2026",1.05016550400902e-08,-0.659753160737234,0.108,0.143,0.000192600353435254
"MCTP2",1.06760721679444e-08,-1.74827684728913,0.018,0.046,0.0001957991635601
"DHX36",1.07220746932078e-08,-0.420306471994028,0.209,0.241,0.000196642849873431
"SH3TC2",1.08208892787742e-08,3.56569063974026,0.015,0.001,0.000198455109372719
"ZSWIM8",1.08813615327706e-08,0.806129075341,0.078,0.041,0.000199564170511013
"KIF3A",1.08893361745517e-08,-1.79048698232398,0.016,0.045,0.000199710425441279
"CCDC25",1.10202669744202e-08,-0.6838634889453,0.098,0.133,0.000202111696310866
"FBLN7",1.10546024663674e-08,-3.10144647990625,0.003,0.024,0.000202741409233178
"YIPF4",1.10667045555256e-08,-0.362630000061505,0.216,0.234,0.000202963361548339
"SAR1B",1.10960283646583e-08,0.621851012469225,0.143,0.089,0.000203501160207834
"PPAT",1.11024449657226e-08,-2.53962352070563,0.006,0.029,0.000203618840671353
"RFX2",1.11487343522843e-08,1.74623541094433,0.038,0.013,0.000204467788020893
"DPH7",1.115070978139e-08,-1.22748737167859,0.035,0.065,0.000204504017390693
"RYBP",1.11983548563796e-08,0.962846771389632,0.088,0.045,0.000205377828066002
"PDZD4",1.12260973235394e-08,-5.63100697882792,0,0.014,0.000205886624913713
"SHMT2",1.13069147541193e-08,-0.409942657227389,0.095,0.098,0.000207368816590547
"TRIM73",1.13123587688632e-08,-2.71047799278839,0.004,0.027,0.000207468659820952
"UNC45A",1.1345833154579e-08,-0.983542133956704,0.054,0.087,0.000208082580054979
"NDUFS4",1.13620348168847e-08,0.366418682063982,0.271,0.201,0.000208379718541666
"PGRMC1",1.14560165663047e-08,0.530054163596115,0.103,0.058,0.000210103343826029
"ATF7",1.14828788571622e-08,0.792602495865398,0.098,0.054,0.000210595998240355
"GNAI3",1.15205325861142e-08,0.50350786862082,0.306,0.228,0.000211286567629335
"GTF2H5",1.15443857500398e-08,0.2353306290792,0.299,0.238,0.000211724034655729
"ACO2",1.155904967633e-08,-0.581015610521821,0.124,0.158,0.000211992971063892
"ANKRD11",1.17091358439624e-08,-0.372763641644876,0.182,0.197,0.000214745551378271
"SPG7",1.18287255339906e-08,-0.709326919850958,0.103,0.145,0.000216938826293387
"CHCHD1",1.18883277053866e-08,0.502324787700724,0.17,0.113,0.000218031930116791
"ARCN1",1.18888844360692e-08,0.564736433204053,0.131,0.082,0.00021804214055751
"ARAP3",1.19047007422603e-08,2.55287186265878,0.02,0.003,0.000218332211613055
"PTMA",1.19170660516839e-08,-0.111961042790258,0.999,0.999,0.000218558991387883
"KIAA1191",1.19913068012744e-08,-1.02401489120812,0.047,0.079,0.000219920566735372
"ZC3H12C",1.22080570779084e-08,3.98676611396446,0.012,0.001,0.000223895766808841
"FBXO9",1.22481381312017e-08,0.597073450641199,0.156,0.099,0.00022463085332624
"ZNF595",1.23009470858564e-08,-1.90123898936506,0.013,0.041,0.000225599369554607
"ARF4",1.23211464964739e-08,0.234058845524798,0.282,0.223,0.000225969826745331
"CCDC191",1.25873893008582e-08,-2.59863350314212,0.008,0.03,0.00023085271977774
"CLEC12B",1.26372179512602e-08,3.97842822141482,0.012,0.001,0.000231766577226113
"VPS54",1.28561980672061e-08,1.36253821422281,0.047,0.018,0.000235782672552559
"DPP9",1.29477534154012e-08,-0.786940933295511,0.048,0.062,0.000237461797638457
"RP11-802E16.3",1.3000854443908e-08,1.53260849776113,0.043,0.015,0.000238435670501273
"FAM172A",1.30064860764615e-08,-0.779774204441258,0.069,0.1,0.000238538954642304
"TNFAIP8L1",1.31107292846328e-08,-1.25596980481936,0.033,0.066,0.000240450775080166
"AP3B1",1.33323831712814e-08,0.27199583849666,0.138,0.098,0.000244515907361301
"SAMD1",1.33418293895346e-08,1.05851567545202,0.049,0.02,0.000244689151004064
"TCP1",1.33921858148072e-08,-0.483476001054321,0.201,0.249,0.000245612687843564
"ZCCHC18",1.34660067310159e-08,-4.17086043942275,0.001,0.018,0.000246966563446832
"FASTK",1.34830652990907e-08,-0.271704259474371,0.165,0.167,0.000247279417585324
"NUDT5",1.37093222501331e-08,-0.620833477408425,0.119,0.16,0.000251428970067441
"COQ10B",1.38040161381292e-08,-0.732697680988332,0.097,0.152,0.000253165655973289
"CLIP2",1.39343550667452e-08,1.74021563831006,0.029,0.008,0.000255556071924107
"TXNDC16",1.42563850819973e-08,1.38261361050881,0.037,0.012,0.00026146210240383
"B3GNTL1",1.43556603443287e-08,0.904331727208013,0.034,0.014,0.000263282810714988
"MESDC2",1.43638129535117e-08,-0.346102027757184,0.149,0.16,0.000263432329567405
"RP11-706O15.1",1.44202879981236e-08,-2.87388867404371,0.004,0.026,0.000264468081885587
"PATL1",1.47107348813376e-08,0.864060955745225,0.089,0.048,0.000269794877723731
"PLD4",1.50128596785279e-08,-0.637137026668983,0.085,0.067,0.000275335846504202
"RABGAP1L",1.50132102945809e-08,0.542347980306402,0.186,0.123,0.000275342276802613
"ZNF511",1.50188582246988e-08,0.447897140768792,0.179,0.123,0.000275445859840976
"RBM34",1.50817131347547e-08,-1.60516630977464,0.021,0.053,0.000276598618891401
"KIAA0040",1.51101506952778e-08,-0.944239453647232,0.066,0.103,0.000277120163751394
"TAOK3",1.51577303149772e-08,-0.142641294650426,0.304,0.288,0.000277992773976683
"MBD3",1.52099047260319e-08,1.14545517350667,0.07,0.033,0.000278949652675424
"MBOAT1",1.53011655918152e-08,2.30158970129836,0.023,0.005,0.00028062337695389
"CORO1A",1.53507285404293e-08,-0.202276809368714,0.924,0.945,0.000281532361431473
"AATF",1.54364436732292e-08,-0.608591962254563,0.131,0.184,0.000283104376967023
"SUCLG1",1.55143848055903e-08,0.118823946795565,0.259,0.213,0.000284533817334526
"OST4",1.56455835000848e-08,-0.168331760526391,0.854,0.852,0.000286940001391556
"XAB2",1.56857103771051e-08,-0.854725090032868,0.07,0.11,0.000287675928316107
"PTPRC",1.57412165455603e-08,-0.21967551398623,0.852,0.861,0.000288693911445576
"NXF1",1.57482483470948e-08,0.625338921979527,0.171,0.111,0.000288822874685719
"PIGC",1.59026559061425e-08,-0.702206886686381,0.101,0.144,0.000291654709318654
"PRKAR1A",1.59119885096278e-08,0.260051888463639,0.358,0.287,0.000291825869266575
"POLR2H",1.59222782441029e-08,-0.8022942976173,0.077,0.116,0.000292014582996847
"SPRTN",1.60262550738779e-08,-1.25634956421315,0.033,0.071,0.000293921518054921
"B3GAT3",1.61803349790453e-08,-0.554274443041425,0.137,0.172,0.00029674734351569
"KRTCAP3",1.62430296145788e-08,-2.85844409119087,0.004,0.02,0.000297897163131376
"PPP1R12A",1.63678826402127e-08,-0.344921900187249,0.239,0.265,0.000300186967621502
"SPON1",1.63919681426429e-08,-3.11284429553643,0.004,0.024,0.00030062869573607
"FBXL16",1.64418974573934e-08,-3.85238105876093,0.001,0.02,0.000301544399368594
"AGK",1.65488549041791e-08,-1.75923929269465,0.016,0.042,0.000303505998942645
"MALT1",1.65750011826918e-08,-0.533322337227922,0.125,0.153,0.000303985521690567
"BRSK1",1.66221006747094e-08,2.7753232470532,0.018,0.003,0.000304849326374171
"ZNF584",1.66263865392563e-08,-2.63406763580688,0.004,0.027,0.00030492792912996
"SP110",1.66507036405745e-08,-0.509487381340691,0.148,0.175,0.000305373904768136
"PYGO2",1.6688971254403e-08,-1.26692602305781,0.032,0.062,0.000306075732805751
"MTO1",1.6763359302523e-08,-0.877899054475713,0.052,0.077,0.000307440009608272
"LYSMD2",1.6777999948765e-08,0.417884978122714,0.28,0.207,0.00030770851906035
"VPS37B",1.68478633454803e-08,-0.77750714370394,0.087,0.128,0.000308989813756109
"MORC4",1.69679965808233e-08,-5.53987990526731,0,0.013,0.000311193057292299
"MAD2L2",1.71811268823287e-08,0.540814438961263,0.176,0.117,0.000315101867021908
"CIDEB",1.72587255404305e-08,0.803339006397558,0.056,0.028,0.000316525026411496
"FUT4",1.75689420875303e-08,1.91263912445948,0.033,0.009,0.000322214397885305
"MAD2L1",1.75728753216738e-08,-1.93694558911563,0.011,0.039,0.000322286533399498
"HENMT1",1.76345733181716e-08,-0.955018179463714,0.047,0.074,0.000323418074655266
"UACA",1.76530546046458e-08,2.86737140619859,0.016,0.002,0.000323757021449204
"SUCLG2",1.76866248217146e-08,-0.511306298632191,0.169,0.213,0.000324372699230246
"PDE9A",1.77195202962451e-08,-3.46049859348282,0.002,0.021,0.000324976002233136
"FUNDC2",1.77954945955786e-08,-0.287262384866432,0.174,0.177,0.000326369370882912
"MPLKIP",1.78633998156189e-08,0.377663762441457,0.272,0.203,0.00032761475261845
"TRIM65",1.79973899897181e-08,-1.72706241379889,0.015,0.045,0.000330072132411431
"THUMPD1",1.80097576034949e-08,-0.482465756938269,0.174,0.21,0.000330298954448096
"POLDIP3",1.80624229849519e-08,-0.921719043107616,0.061,0.096,0.000331264837544019
"METRN",1.8131724317711e-08,-2.56800339237464,0.005,0.028,0.00033253582398682
"CCDC102B",1.81632541299717e-08,-3.27641499817283,0.003,0.023,0.00033311408074368
"C2orf76",1.82066271268026e-08,0.989182414448463,0.089,0.046,0.00033390954150556
"ZMYM2",1.82339546497238e-08,-0.529088339240429,0.141,0.18,0.000334410728275934
"AP5M1",1.83487810866932e-08,-0.996077564747,0.058,0.1,0.000336516645129953
"CCDC28A",1.8356178400823e-08,0.486996096629118,0.178,0.121,0.000336652311871093
"NOTCH2NL",1.84349632662645e-08,0.814107010366374,0.056,0.027,0.000338097226303291
"CCDC53",1.84713265941876e-08,-0.698142051904093,0.097,0.133,0.000338764129737401
"SLC25A22",1.86701548972542e-08,-1.77956174605657,0.016,0.039,0.000342410640815642
"EPHA1",1.86726569413402e-08,-3.36227548998211,0.002,0.022,0.000342456528304179
"CENPK",1.87009745346649e-08,-2.65935477001779,0.006,0.027,0.000342975872965755
"MDM2",1.89852860162991e-08,0.458504848008466,0.097,0.061,0.000348190145538925
"CYP3A5",1.90655955111825e-08,-2.29243034316873,0.008,0.03,0.000349663021675088
"GTPBP3",1.92728130639962e-08,-1.22010081061115,0.033,0.06,0.00035346339159369
"KIAA0196",1.92777711058523e-08,0.698106985638858,0.081,0.044,0.000353554322081331
"FAM153A",1.94587329898165e-08,-2.914317852051,0.004,0.022,0.000356873163033235
"FHL1",1.98266856813078e-08,-2.25616637496451,0.007,0.033,0.000363621415395186
"RBM10",1.98571303362615e-08,-0.888221876440829,0.062,0.1,0.000364179770367035
"PHF21A",1.98817572694823e-08,0.738341178072497,0.106,0.061,0.000364631428322306
"BCL2L2",1.99260634830234e-08,2.61634602913937,0.019,0.003,0.00036544400427865
"NR1D2",1.99822032295063e-08,0.702582379815508,0.108,0.063,0.000366473607229146
"CCL4",2.0222689180273e-08,-0.384930558014142,0.175,0.147,0.000370884119566207
"ATAD1",2.02262365970352e-08,-0.912355105932006,0.058,0.107,0.000370949179189626
"KNOP1",2.02934359337308e-08,-0.970535409351064,0.058,0.09,0.000372181615024623
"CDK5RAP1",2.0301765364506e-08,-0.688133454898843,0.055,0.068,0.00037233437678504
"CEP350",2.05381370663156e-08,0.334112036031101,0.194,0.142,0.000376669433796228
"FAM229B",2.06459710215856e-08,-4.26279694227238,0.001,0.017,0.000378647108535881
"BCAS2",2.06539926662426e-08,-0.469135850448357,0.211,0.26,0.00037879422549889
"YARS",2.08719952696171e-08,-0.836865539991357,0.064,0.09,0.000382792393244778
"PCMTD1",2.09557585154686e-08,-0.487285946647199,0.159,0.189,0.000384328611173693
"C14orf80",2.09844569154834e-08,1.10198227684671,0.055,0.024,0.000384854939829965
"PPP5C",2.10463657377688e-08,-1.29899500635048,0.03,0.057,0.00038599034763068
"KHSRP",2.12872968520752e-08,0.456338763195421,0.094,0.059,0.00039040902426706
"SNX29",2.12990345191805e-08,-0.24546238666776,0.089,0.081,0.00039062429308177
"SEL1L",2.17314060577581e-08,0.744750976690202,0.119,0.07,0.000398553987099283
"LUC7L3",2.17880864868296e-08,-0.169098332217646,0.352,0.342,0.000399593506168454
"AK3",2.18186226097169e-08,-0.970653561121598,0.058,0.102,0.000400153538662208
"LINC00665",2.19111058148189e-08,-2.28201641844804,0.007,0.032,0.000401849680643779
"RP11-88E10.5",2.2504778072118e-08,1.56733220253542,0.041,0.014,0.000412737629842645
"AK2",2.27279861086884e-08,0.394073870360739,0.183,0.129,0.000416831265233345
"HTRA2",2.27917977359468e-08,-0.889568434533799,0.05,0.074,0.000418001570477265
"ZNF567",2.28145291111114e-08,-1.60908424992446,0.018,0.051,0.000418418463897783
"CHD1",2.34421724058552e-08,0.390678205132937,0.275,0.203,0.000429929441923384
"RNF6",2.34475167862611e-08,-0.582581761550613,0.084,0.103,0.000430027457860029
"TMA7",2.36546940344501e-08,-0.157501807262991,0.917,0.938,0.000433827088591815
"STAG2",2.36886194276902e-08,0.381836956430697,0.261,0.193,0.000434449280303839
"CCDC14",2.41256994537144e-08,-0.691234615826094,0.068,0.087,0.000442465327981122
"TRBV28",2.42576581442372e-08,-3.63532558167363,0.003,0.021,0.00044488545036531
"NAA30",2.45013982552998e-08,-1.41489056750108,0.024,0.047,0.000449355644002197
"FBXL3",2.46225937238021e-08,-0.747349493665605,0.085,0.122,0.000451578368894531
"PCNXL3",2.47014899173729e-08,1.47463230571719,0.042,0.015,0.000453025325084619
"B3GAT2",2.51729701381858e-08,-1.29349991356619,0.03,0.066,0.000461672272334327
"SETD5",2.52335996909343e-08,-0.564159904782963,0.107,0.131,0.000462784218331734
"SIRT2",2.52977754254571e-08,-0.492543782376002,0.109,0.124,0.000463961201302883
"TMEM141",2.54430557615425e-08,0.366643002710421,0.218,0.157,0.000466625642666689
"TTC16",2.55081676913681e-08,-4.42376800795892,0.001,0.017,0.00046781979545969
"RELB",2.55174967238654e-08,0.610686593779403,0.122,0.074,0.000467990889915692
"GGCX",2.55777030330669e-08,0.646887247622546,0.076,0.043,0.000469095073626447
"CTD-2515A14.1",2.56490262522255e-08,-5.44568149327998,0,0.013,0.000470403141465816
"SPNS1",2.59671048822695e-08,0.358223084347393,0.173,0.122,0.000476236703540822
"MYEOV2",2.64962761339165e-08,0.344720321833133,0.512,0.424,0.000485941704296028
"PEX2",2.66936893118463e-08,0.1554733105815,0.134,0.105,0.000489562261979261
"ARHGEF9",2.68724164625954e-08,-1.66232732255973,0.017,0.048,0.000492840117923999
"ZNF518A",2.73813107419169e-08,0.48698304054131,0.137,0.09,0.000502173239006755
"DBN1",2.73893894511997e-08,-2.65896227420418,0.005,0.028,0.000502321402535003
"FAM174A",2.7437440106816e-08,1.06389111336081,0.076,0.037,0.000503202651559006
"HIST1H2AG",2.76123173655011e-08,-4.09467449404208,0.001,0.019,0.000506409900483289
"NR1D1",2.79942429413623e-08,-2.30766760389641,0.006,0.03,0.000513414415544585
"KHDRBS1",2.80320422462066e-08,-0.265916227546546,0.421,0.448,0.000514107654795429
"PLBD2",2.81770956151569e-08,1.03544366805476,0.048,0.02,0.000516767933581978
"MPC2",2.82488764737439e-08,-0.29442869783528,0.197,0.21,0.000518084394528464
"ZNF414",2.84172855432917e-08,-0.831971744287046,0.065,0.099,0.00052117301686397
"THAP4",2.85364075580075e-08,-1.18085952748558,0.038,0.071,0.000523357714613858
"SCOC",2.86020681918083e-08,-0.769827997158832,0.078,0.125,0.000524561930637765
"ZNF316",2.88073375446856e-08,1.44234100011837,0.05,0.02,0.000528326570569535
"TPM1",2.92278682927052e-08,0.464187832602259,0.08,0.046,0.000536039104488214
"FOXN3",2.95065574627416e-08,-0.402962393924943,0.237,0.282,0.000541150263866681
"LTBP4",2.9627396018881e-08,-1.23490347256309,0.034,0.071,0.000543366442986277
"TRIM44",2.98015275615278e-08,0.382215343793359,0.219,0.158,0.000546560015478419
"DIP2A",3.01816232075984e-08,-0.669870176180636,0.072,0.094,0.000553530969627354
"SEC22C",3.07578422621408e-08,-1.14315846891798,0.041,0.081,0.000564098827087662
"SNX13",3.09537303188647e-08,0.513900775019771,0.078,0.047,0.000567691414047979
"CD2AP",3.10431562569885e-08,-1.2289371137398,0.033,0.068,0.000569331485753168
"NUTM2B-AS1",3.12452376264906e-08,-0.524076512314895,0.145,0.182,0.000573037658069837
"CCDC85B",3.13657411876605e-08,0.104068264926066,0.503,0.438,0.000575247693381693
"FAM213A",3.14417153824372e-08,-1.46178204718441,0.021,0.044,0.000576641060113899
"GRSF1",3.18434832641555e-08,0.113703238371016,0.224,0.185,0.000584009483064612
"TMCO1",3.18848240378811e-08,-0.158608511931149,0.282,0.274,0.00058476767285474
"POLD4",3.19633145746688e-08,0.166363505571294,0.191,0.149,0.000586207189299426
"CMTM3",3.19721123301802e-08,0.400862002215816,0.245,0.18,0.000586368540135506
"FAM169A",3.23347058999324e-08,-2.88626391290537,0.004,0.022,0.00059301850620476
"AP1AR",3.24020397958981e-08,1.30330765837587,0.051,0.02,0.000594253409856772
"PITPNB",3.24960933458545e-08,-0.746840450397269,0.086,0.127,0.000595978351962971
"RRBP1",3.250353593349e-08,0.564577490576536,0.12,0.075,0.000596114849020207
"PARP15",3.2605258509299e-08,-1.72088224313306,0.015,0.041,0.000597980441060544
"RMDN1",3.28371026542163e-08,0.810500166970056,0.117,0.067,0.000602232462678328
"APH1B",3.28471767470114e-08,0.724023701600895,0.088,0.049,0.000602417221540189
"OCLN",3.30332004655404e-08,1.12868315366487,0.061,0.027,0.000605828896538012
"FAM24B",3.3169629625519e-08,-1.46774949692523,0.02,0.04,0.000608331007332018
"KDELR1",3.32433546999178e-08,0.382599135506388,0.244,0.179,0.000609683125196492
"KANSL1-AS1",3.37323787748118e-08,-1.16467556648152,0.033,0.058,0.000618651826730048
"BRWD3",3.3809980256467e-08,0.845123938669966,0.058,0.029,0.000620075037903605
"CASP6",3.39536649524185e-08,-1.51916081138648,0.018,0.051,0.000622710215227356
"DGUOK",3.41686178386093e-08,-0.337725208740363,0.284,0.325,0.000626652451160094
"DUSP11",3.42758722518058e-08,-0.758443105663941,0.076,0.112,0.000628619497098119
"MACROD2",3.44709600412368e-08,-4.47533018547139,0.001,0.016,0.000632197407156283
"KIAA0368",3.47812052685951e-08,1.01878776370475,0.059,0.027,0.000637887304626034
"ATXN7L3B",3.51893546849261e-08,-0.672413345888894,0.102,0.14,0.000645372764921545
"OPN3",3.53552823191237e-08,0.393363053345982,0.101,0.066,0.000648415877732728
"LINC00920",3.57012396333394e-08,-2.77472810539296,0.002,0.021,0.000654760734875445
"MAP7D1",3.57414401844319e-08,-0.375975343915266,0.222,0.251,0.000655498012982481
"RNASEH1-AS1",3.57674335717649e-08,-1.56924124581045,0.021,0.052,0.000655974731706168
"ELOVL1",3.59995844610924e-08,0.312237479324708,0.114,0.079,0.000660232379016435
"SLC39A10",3.6042740472868e-08,-0.88808417437597,0.068,0.108,0.000661023860272399
"RLTPR",3.62208053553256e-08,-2.13212541355475,0.01,0.033,0.000664289570216671
"RCN1",3.63658824609664e-08,0.95689836905663,0.061,0.029,0.000666950284334123
"ANKRD39",3.64914517294828e-08,-1.2838068267058,0.033,0.068,0.000669253224718714
"TCTN3",3.66214973417565e-08,-1.04090013798287,0.041,0.07,0.000671638261247813
"BANF1",3.66783902275324e-08,-0.127442234469529,0.371,0.36,0.000672681676772943
"PRKAG1",3.66946180958209e-08,-0.588382786564144,0.106,0.133,0.000672979295877356
"ACTR6",3.68481859567635e-08,-0.795574259775453,0.075,0.115,0.000675795730447043
"MIB1",3.68626886078896e-08,1.35580899388979,0.053,0.022,0.000676061709068696
"TSTA3",3.68782062389287e-08,-0.651981826253139,0.108,0.143,0.000676346302421953
"NFKBIL1",3.70786262428731e-08,0.744930092360176,0.084,0.047,0.000680022005294293
"FAAH",3.71877570642426e-08,1.58135307702923,0.028,0.008,0.00068202346455821
"ZFYVE28",3.72987089349167e-08,-2.04876908468729,0.011,0.032,0.000684058321866372
"LAIR1",3.76343089255118e-08,-0.164823081844135,0.166,0.154,0.000690213225693887
"HADHA",3.83043944255316e-08,0.344738165520548,0.457,0.371,0.000702502593764249
"SPATA6",3.84618530783413e-08,1.81234776051033,0.031,0.009,0.00070539038545678
"TAPBPL",3.88233413973333e-08,-0.613289403356897,0.101,0.126,0.000712020081227093
