"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SLA",3.89715747861335e-08,-0.563318608377484,0.132,0.165,0.000714738681577688
"BOD1",3.90954088602378e-08,-0.715023036706525,0.064,0.084,0.000717009798496762
"CEBPZ",3.92530743343929e-08,-0.667300031063486,0.109,0.167,0.000719901383292766
"CSNK1A1",3.94760352811306e-08,0.252377194026659,0.415,0.336,0.000723990487055936
"DTHD1",3.96292356607929e-08,-4.15120248482862,0.001,0.017,0.000726800182018942
"UEVLD",3.96887218338731e-08,1.35537734869677,0.045,0.017,0.000727891158433233
"ALG12",3.97642150629055e-08,-1.58829511914753,0.02,0.047,0.000729275704253687
"IP6K1",3.99692395027176e-08,-1.06896653485586,0.042,0.074,0.000733035852479841
"CCNDBP1",4.00843760219373e-08,-0.291731917952379,0.283,0.302,0.000735147456242331
"LYPLA1",4.03763203208326e-08,0.468816530635567,0.273,0.2,0.00074050171468407
"YIF1A",4.04480656529112e-08,0.329271621888405,0.181,0.132,0.000741817524074391
"FLOT1",4.05682294213926e-08,0.352972427165576,0.229,0.169,0.00074402132758834
"KLHL20",4.14061269190871e-08,-1.3356447076095,0.03,0.064,0.000759388367696058
"CABIN1",4.15373420041875e-08,-0.698153444074628,0.084,0.116,0.000761794852356799
"FAM3B",4.16176969186426e-08,5.31486649344936,0.01,0,0.000763268561487906
"DGCR6",4.16979954288879e-08,1.53079704230121,0.041,0.014,0.000764741236165803
"ZNF292",4.22680743351477e-08,-0.648767345025195,0.117,0.161,0.000775196483306608
"MARK3",4.23719494888156e-08,-0.195913098659223,0.169,0.165,0.000777101553624878
"TMEM87A",4.25151677242969e-08,-0.500548601700454,0.116,0.138,0.000779728176063605
"DOCK10",4.25203219378872e-08,-0.69343037272251,0.103,0.149,0.000779822704340852
"ELP6",4.26100784797505e-08,-1.05092107258176,0.047,0.086,0.000781468839318625
"SERPINF1",4.26914793142377e-08,-0.709306848250096,0.026,0.017,0.00078296173062312
"MED11",4.29331018761043e-08,-0.630676249483826,0.084,0.11,0.000787393088407752
"TSPAN5",4.31130992658958e-08,-1.82721411942161,0.014,0.04,0.000790694240536529
"NAP1L5",4.35851558743731e-08,-2.64664187089568,0.005,0.026,0.000799351758736002
"STRADB",4.36185285599775e-08,-1.27890508341299,0.031,0.063,0.000799963813789988
"ACADVL",4.3704372510605e-08,0.341706409684354,0.273,0.207,0.000801538191844495
"TXN2",4.37963516457917e-08,0.253626907842302,0.301,0.237,0.000803225089183819
"CSRNP1",4.38381625802919e-08,0.515919243232393,0.22,0.154,0.000803991901722554
"KCTD3",4.38670782917701e-08,1.90437203660624,0.019,0.004,0.000804522215871063
"MAP2K6",4.39274222775893e-08,1.15846307440678,0.067,0.032,0.000805628924570987
"NRIP1",4.40755146766867e-08,0.864792207846841,0.089,0.048,0.000808344939170434
"RAB8B",4.42018661474115e-08,0.484950835241781,0.161,0.108,0.000810662225143526
"ZC3H6",4.42062628616248e-08,-0.917666234796023,0.052,0.081,0.000810742860882199
"CHCHD2",4.48130407753373e-08,0.163284444829324,0.854,0.79,0.000821871167819687
"MRPS11",4.50385639270608e-08,0.137478978884069,0.165,0.132,0.000826007262422296
"RNF34",4.50768609850412e-08,-0.961443651183364,0.057,0.1,0.000826709630465656
"CHD6",4.54799979433576e-08,-0.789945618168221,0.069,0.097,0.000834103162281178
"USP5",4.57247501259979e-08,-0.929157497473902,0.061,0.1,0.000838591917310801
"NEDD1",4.59613798701173e-08,-1.09263265352751,0.042,0.077,0.000842931706817951
"CYTH4",4.60792541886423e-08,-0.335762774804892,0.234,0.255,0.0008450935218197
"BLOC1S5",4.62645502193401e-08,-1.34626845684011,0.026,0.059,0.000848491851022698
"NCKAP5L",4.62961329069142e-08,1.2170046074982,0.054,0.023,0.000849071077512807
"RAD21",4.66769582281198e-08,-0.344209715103442,0.234,0.262,0.000856055413903717
"RP11-175O19.4",4.66896020749388e-08,2.19043330146805,0.019,0.004,0.000856287302054377
"NUDT19",4.75484730163894e-08,0.594738348763745,0.078,0.045,0.000872038995120581
"ZNF540",4.7881427761515e-08,-3.83032246192125,0.001,0.018,0.000878145385146185
"VPS25",4.79781931527853e-08,0.445653578492816,0.146,0.099,0.000879920062422082
"BLCAP",4.80845229454843e-08,-0.472484708416468,0.146,0.172,0.000881870150820182
"SS18L2",4.81171578398847e-08,0.138096923764854,0.264,0.218,0.000882468674783485
"SSBP4",4.81381698009929e-08,-0.44184389373985,0.19,0.226,0.00088285403415021
"OTUD5",4.82505814881733e-08,-0.658409340505378,0.082,0.113,0.000884915664493099
"SC5D",4.85878915648027e-08,-1.59389401476202,0.018,0.048,0.000891101931298482
"GUK1",4.89333929052858e-08,0.143041939519081,0.635,0.557,0.000897438425882942
"DAGLB",4.91175565457204e-08,1.30645168373136,0.056,0.025,0.000900815987048512
"LIAS",4.91844091314697e-08,-1.13338870851437,0.037,0.063,0.000902042063471154
"RSU1",4.92908030667175e-08,-0.4283078300615,0.149,0.171,0.000903993328243599
"EID3",4.93406741421014e-08,-1.6890941133786,0.016,0.044,0.000904907963766139
"RP11-796E2.4",4.93474068000995e-08,-0.630420260584415,0.124,0.163,0.000905031440713826
"COL19A1",4.9604592051558e-08,-4.55799328678663,0.001,0.017,0.000909748218225574
"KCTD20",4.98207015751966e-08,0.61011358409727,0.12,0.074,0.000913711666889105
"MPRIP",5.02230114728636e-08,-0.911596702893925,0.056,0.088,0.000921090030412318
"STK25",5.03137223529169e-08,-0.852378239614057,0.064,0.106,0.000922753667952497
"SQSTM1",5.03936947475848e-08,0.108764428640067,0.384,0.326,0.000924220361670706
"PSMD14",5.08625124327163e-08,-0.696462996615987,0.095,0.131,0.000932818478016017
"HCG11",5.09185804305606e-08,0.986189897712236,0.027,0.01,0.000933846765096481
"KB-1507C5.4",5.12847396359309e-08,3.1703442746189,0.014,0.001,0.000940562124922972
"PCBP4",5.19368922336717e-08,-2.3342038486939,0.006,0.029,0.000952522603565539
"ALKBH7",5.194044385116e-08,0.255456383965566,0.404,0.328,0.000952587740230275
"TOX4",5.20917022888962e-08,-0.492298889529467,0.153,0.187,0.000955361819978357
"PARP14",5.24280626832827e-08,0.234394144772731,0.197,0.149,0.000961530669611404
"PATZ1",5.27514090127018e-08,-0.978217816924297,0.041,0.066,0.000967460841292951
"LETMD1",5.282509128868e-08,-0.616407934809341,0.11,0.144,0.000968812174234392
"CCNH",5.28679627800463e-08,-0.294198219394646,0.25,0.264,0.00096959843738605
"IGLC5",5.33097883897734e-08,-4.02093292600648,0.001,0.018,0.000977701519068445
"DMXL1",5.33183646608067e-08,0.45186571299826,0.115,0.074,0.000977858807879195
"CDK6",5.37082799045883e-08,-1.25129124088701,0.033,0.061,0.000985009853450149
"TMEM65",5.46112805471522e-08,1.13178785432517,0.063,0.029,0.00100157088523477
"GALNT6",5.55241701483076e-08,0.946635958904623,0.055,0.025,0.00101831328051996
"INTS6",5.57023490222034e-08,-0.514038505743106,0.152,0.195,0.00102158108106721
"GSR",5.62689877622381e-08,1.20409077914478,0.066,0.031,0.00103197323555945
"PPP1R18",5.6496057481298e-08,-0.26651938378869,0.379,0.39,0.00103613769420701
"COQ6",5.65504722104326e-08,-1.49793093569909,0.021,0.049,0.00103713566033933
"FCGR2B",5.65722972312242e-08,-1.43105347301459,0.025,0.052,0.00103753593122065
"SORBS3",5.67022918615865e-08,-0.380057959791801,0.05,0.049,0.0010399200327415
"SRSF11",5.67984489532859e-08,-0.180403366935827,0.398,0.396,0.00104168355380326
"C11orf1",5.73190420405828e-08,-1.15105668103499,0.038,0.069,0.00105123123102429
"NEK8",5.73520141784364e-08,-1.75632591476493,0.011,0.039,0.00105183594003252
"DNAJB2",5.76640787833893e-08,-0.83671479175411,0.078,0.125,0.00105755920488736
"FAM207A",5.81844267668719e-08,0.705202340875296,0.122,0.073,0.00106710238690443
"GOLPH3L",5.90212521803998e-08,-1.66126629252369,0.015,0.037,0.00108244976498853
"SEC24D",5.91296739901561e-08,1.02338712897248,0.071,0.034,0.00108443822097946
"VPS4A",5.92535685439947e-08,-0.596380542090604,0.122,0.161,0.00108671044709686
"ZFYVE27",5.97180899291795e-08,-1.31147089990425,0.03,0.061,0.00109522976930115
"DYNC1LI2",6.0121890608721e-08,0.486222246474749,0.116,0.075,0.00110263547376394
"CNPY2",6.02718995477074e-08,-0.232391841071601,0.253,0.26,0.00110538663770495
"RFC4",6.04139584115529e-08,-1.74514801664985,0.015,0.042,0.00110799199726788
"CCDC94",6.1709675499664e-08,-1.05034024381962,0.042,0.069,0.00113175544866384
"ZNF664",6.20069259632008e-08,0.810414297092618,0.05,0.024,0.0011372070221651
"CNPPD1",6.23668259354503e-08,-0.262631439016628,0.136,0.131,0.00114380758765616
"RP11-493L12.4",6.28758044188906e-08,-2.54562695291393,0.006,0.026,0.00115314225304245
"CDS2",6.33672354455907e-08,-0.624367902426454,0.081,0.101,0.00116215509807213
"FKBP4",6.3778795166046e-08,-0.913784314729248,0.058,0.099,0.00116970310334528
"G3BP1",6.38835346121685e-08,-0.592489989051434,0.138,0.183,0.00117162402478717
"LRRC8A",6.39344709986264e-08,-1.6509091544171,0.017,0.041,0.00117255819811481
"SERPINE2",6.42439624480748e-08,-3.82262624686166,0.001,0.018,0.00117823427129769
"TXNIP",6.42542697214113e-08,0.211594365898665,0.911,0.88,0.00117842330669068
"RBM25",6.4393011775596e-08,0.235244404125376,0.423,0.347,0.00118096783596443
"ISOC1",6.44287610888852e-08,-1.12684684568308,0.037,0.066,0.00118162347837015
"DCLRE1C",6.44812471098062e-08,-0.873846978869731,0.057,0.084,0.00118258607199385
"RASA2",6.48414427038719e-08,-0.733154537882992,0.083,0.116,0.00118919205918901
"FLYWCH2",6.49752936292182e-08,-0.73538893905539,0.077,0.111,0.00119164688515986
"GPR89A",6.50192541021402e-08,-1.33617621284122,0.025,0.047,0.00119245312023325
"WNK1",6.58441399549092e-08,0.390789314702665,0.252,0.186,0.00120758152677304
"CNPY4",6.61760700695779e-08,-1.75702608939267,0.013,0.033,0.00121366912507606
"KIAA0100",6.6404474159783e-08,0.689825405668632,0.076,0.042,0.00121785805609042
"RNF7",6.64266955367829e-08,0.287540203697728,0.358,0.286,0.0012182655961446
"DNPEP",6.65197296218028e-08,-0.375952722773201,0.139,0.151,0.00121997184126386
"PDP1",6.65733632123889e-08,1.09972630575359,0.076,0.038,0.00122095548131521
"PPM1L",6.66948132769829e-08,1.73929291866036,0.035,0.011,0.00122318287549987
"KAT6B",6.67152421935007e-08,-0.906194086077587,0.058,0.093,0.0012235575418288
"SPAG7",6.67833371256653e-08,-0.201106789422852,0.248,0.251,0.0012248064028847
"M6PR",6.68788995663896e-08,0.271535223087756,0.432,0.352,0.00122655901804759
"HELZ2",6.77177420741817e-08,-0.88539997504856,0.047,0.065,0.00124194338964049
"LINC01481",6.79345686437278e-08,0.417578265080188,0.125,0.084,0.00124591998892597
"CCDC47",6.79413579866378e-08,0.264550901635638,0.114,0.082,0.00124604450547494
"RRP15",6.803629369661e-08,-0.945817510266845,0.057,0.096,0.00124778562639583
"BORCS7",6.8125502705155e-08,0.243407821379803,0.174,0.131,0.00124942171961254
"RAB2A",6.82883017274515e-08,0.323987967028073,0.348,0.273,0.00125240745368146
"RP11-182L21.6",6.85850771983048e-08,-1.45291870274708,0.019,0.036,0.00125785031581691
"F2R",6.86273495179961e-08,-2.61576531288254,0.005,0.027,0.00125862559016005
"PLPP1",6.95314001138278e-08,-2.37201214535028,0.007,0.027,0.0012752058780876
"ATF4",7.04808466309048e-08,0.376983469799667,0.433,0.35,0.00129261872721079
"DOK1",7.05569346054939e-08,0.725826350541162,0.092,0.051,0.00129401418066476
"REV3L",7.06636453918681e-08,-0.544380528463261,0.078,0.09,0.00129597125648686
"ZNF793",7.10499577543282e-08,-2.48503918289028,0.007,0.024,0.00130305622521438
"TANK",7.1692251816863e-08,0.188631250639897,0.251,0.201,0.00131483589832127
"ASB16-AS1",7.1766093409759e-08,-1.26831648044067,0.03,0.06,0.00131619015313498
"P4HTM",7.17976468218544e-08,-0.880616299113724,0.053,0.083,0.00131676884271281
"RNF14",7.20004222198302e-08,0.167728871026259,0.08,0.057,0.00132048774351169
"VAMP1",7.27438697504823e-08,-1.73084398887216,0.015,0.042,0.00133412257122385
"CDC37L1",7.27533647708553e-08,-1.32417233050963,0.028,0.061,0.00133429670989749
"DUSP16",7.28257161216078e-08,-2.13923570270493,0.009,0.032,0.00133562363367029
"GLCE",7.28779095283586e-08,1.29177731157185,0.047,0.018,0.0013365808607501
"ST3GAL5",7.2891686205901e-08,0.705094221813187,0.114,0.067,0.00133683352501622
"HSD17B7",7.36349711756632e-08,-1.31506691255122,0.027,0.058,0.00135046537136166
"PJA1",7.36613528457047e-08,-1.57635133707452,0.018,0.046,0.00135094921119022
"CD81",7.36849237289394e-08,-0.910498876264255,0.056,0.083,0.00135138150118875
"PANK3",7.38194739784505e-08,1.10444643746293,0.062,0.028,0.00135384915276478
"TMCO6",7.38847979490236e-08,-1.66455200188139,0.017,0.044,0.00135504719438509
"HSPA5",7.39237082439178e-08,0.283817193818576,0.487,0.403,0.00135576080919345
"FBXO7",7.40996596692311e-08,-0.368813127366688,0.186,0.21,0.0013589877583337
"NDE1",7.49874030817874e-08,-0.799477175458223,0.078,0.122,0.00137526897251998
"UBXN4",7.54399552884025e-08,-0.300486901945959,0.289,0.317,0.0013835687799893
"GTPBP10",7.54559806810488e-08,-1.15691364196354,0.029,0.048,0.00138386268569044
"LL21NC02-1C16.2",7.56344669356401e-08,2.65672317811118,0.016,0.002,0.00138713612359964
"TRUB2",7.59394425282898e-08,-1.15885385513874,0.032,0.054,0.00139272937596884
"IGBP1",7.63268193391212e-08,-0.352733025178189,0.277,0.318,0.00139983386667948
"WDR70",7.64972203548654e-08,-0.119554120245797,0.095,0.081,0.00140295902130823
"PSMB4",7.65123054581375e-08,0.314057907178451,0.295,0.23,0.00140323568210224
"ZNF48",7.65181055830006e-08,-2.10429540734963,0.008,0.033,0.00140334205639223
"RP11-764K9.1",7.67735450650569e-08,3.34559400986406,0.013,0.001,0.00140802681649314
"SLC35E3",7.73910155950098e-08,-0.945173216964298,0.056,0.085,0.00141935122601248
"TPP2",7.75274112559055e-08,-0.56401023840377,0.104,0.133,0.00142185272243331
"EXOSC4",7.81061311543501e-08,0.981614020958238,0.086,0.045,0.00143246644537078
"TRAPPC11",7.83004541981485e-08,1.00253228913167,0.062,0.029,0.00143603032999404
"MFAP1",7.91409094080098e-08,-1.03709647623252,0.034,0.051,0.0014514442785429
"CHCHD3",8.02029563373822e-08,-0.634884132850736,0.084,0.106,0.00147092221922759
"EIF4E",8.07019932008709e-08,-0.203150323059874,0.183,0.178,0.00148007455530397
"GCDH",8.0720851110829e-08,-0.912890298707442,0.052,0.083,0.0014804204093726
"ORMDL1",8.09522433555006e-08,-0.304581453930776,0.329,0.358,0.00148466414313988
"POLRMT",8.09677302043561e-08,-1.04817031740752,0.045,0.081,0.00148494817194789
"ASH2L",8.10835790592229e-08,-0.687553975909008,0.061,0.078,0.00148707283994615
"WDR89",8.11789222979771e-08,-1.44006373665643,0.021,0.047,0.0014888214349449
"SRSF2",8.12164816870161e-08,-0.240719200417838,0.561,0.587,0.00148951027413988
"SOCS3",8.18277447787741e-08,-0.401847626499255,0.242,0.259,0.00150072083924272
"MED19",8.2101938534376e-08,-0.741964752497733,0.062,0.084,0.00150574955272046
"EMD",8.26951563016699e-08,-0.604954702151675,0.123,0.166,0.00151662916657263
"QTRT1",8.28544574524234e-08,-0.733505603437994,0.081,0.12,0.00151955074967744
"CEP135",8.31876586717805e-08,-0.916988539869764,0.059,0.093,0.00152566166004045
"GMFB",8.3248202590997e-08,0.586964504639634,0.109,0.067,0.00152677203551889
"TMEM131",8.3249634599683e-08,0.856598924217094,0.092,0.05,0.00152679829855819
"HNRNPH2",8.46354785184365e-08,0.448994451635567,0.245,0.177,0.00155221467602812
"LINC00996",8.49525799535137e-08,-4.53357496970059,0.001,0.016,0.00155803031634744
"UNK",8.50182804153323e-08,-1.16106387505031,0.033,0.064,0.0015592352628172
"SRP72",8.52107293223962e-08,0.179502304539447,0.318,0.26,0.00156276477577275
"MMP23B",8.52868989901021e-08,-2.71001629211405,0.005,0.024,0.00156416172747847
"WBSCR16",8.56320094964229e-08,-1.10658486662359,0.039,0.07,0.0015704910541644
"EPHB4",8.5812180926002e-08,2.75068041699793,0.013,0.001,0.00157379539818288
"ZNF829",8.59728540246577e-08,-3.57854185223071,0.001,0.019,0.00157674214281222
"NKAP",8.63027313432918e-08,-0.562170025340952,0.099,0.122,0.00158279209283597
"FOXO1",8.63692643976967e-08,-1.18791577762741,0.033,0.07,0.00158401230905376
"LMF2",8.74370981642368e-08,-0.632907892743047,0.101,0.128,0.0016035963803321
"TPD52L2",8.74425491818457e-08,0.548797679828655,0.171,0.114,0.00160369635199505
"PFN2",8.86314564242709e-08,-3.11927771642339,0.004,0.019,0.00162550091082113
"FAM177B",8.86481716649113e-08,-5.73481156352629,0,0.012,0.00162580746833447
"ITPKB-AS1",8.86481716649685e-08,-5.39523729641538,0,0.012,0.00162580746833552
"RASGRF2",8.88715861536849e-08,-2.53088535634054,0.005,0.026,0.00162990489005858
"DECR1",8.99007210944278e-08,0.244092247188804,0.288,0.227,0.00164877922487181
"SRI",8.99744613150242e-08,-0.26260593211339,0.319,0.342,0.00165013162051754
"CENPT",9.00060036286813e-08,-0.946862194628537,0.055,0.086,0.00165071010655001
"PJA2",9.00850469199173e-08,0.147852615336811,0.213,0.172,0.00165215976051128
"RTKN2",9.05763057064285e-08,-2.80140706933949,0.004,0.025,0.0016611694466559
"BIN3",9.18080500077219e-08,-1.02654132832464,0.049,0.085,0.00168375963714162
"OTUD7B",9.18981187243312e-08,-3.96593361882341,0.001,0.017,0.00168541149740423
"AKAP13",9.21370302692847e-08,-0.254514528508554,0.317,0.331,0.00168979313513868
"IFRD1",9.23684530007619e-08,-0.322877013671258,0.278,0.299,0.00169403742803397
"MMADHC",9.32278479804494e-08,0.116119636672119,0.268,0.223,0.00170979873196144
"LINC01116",9.33152472001933e-08,-1.16389842133581,0.034,0.066,0.00171140163365155
"ABHD17B",9.36831050013425e-08,-1.59669168279241,0.017,0.045,0.00171814814572462
"PNP",9.39982025019787e-08,0.565381792583567,0.115,0.072,0.00172392703388629
"PSMD3",9.49990692957969e-08,-0.486824354526411,0.135,0.163,0.00174228293088492
"SLC7A6",9.51577495487692e-08,-0.73896186538529,0.064,0.086,0.00174519312672443
"IKZF2",9.52074766043876e-08,-3.2498962148382,0.003,0.021,0.00174610512092447
"CTC-505O3.3",9.60014825974145e-08,-3.3092512466258,0.002,0.02,0.00176066719083658
"LPCAT1",9.70081629936157e-08,-0.717642653721718,0.087,0.117,0.00177912970930291
"ERH",9.76340827589076e-08,0.261896987039636,0.565,0.479,0.00179060907779837
"HDAC3",9.79925671837191e-08,-0.606728416428482,0.106,0.145,0.00179718368214941
"TRAPPC8",9.84361349661157e-08,0.91993887333498,0.075,0.038,0.00180531871527856
"CDK9",9.86942687467907e-08,-0.823594025882987,0.05,0.071,0.00181005288881614
"VAMP5",9.89888734807425e-08,0.411727711423109,0.345,0.267,0.00181545593963682
"PLXDC1",9.93654487230596e-08,-1.98330150601068,0.008,0.033,0.00182236232958091
"OR2A1-AS1",9.93758686161687e-08,-2.89270463947531,0.003,0.022,0.00182255343042053
"POLR2F",1.00545636268615e-07,0.165647388517766,0.304,0.251,0.0018440069691664
"DDHD1",1.00808983916151e-07,-0.745272080476236,0.075,0.104,0.0018488367650222
"NAT6",1.01091884402796e-07,-1.37448719546582,0.02,0.052,0.00185402515994727
"PLK3",1.01411121378318e-07,-0.565525571361159,0.134,0.171,0.00185987996607835
"PDCD2L",1.01804913819353e-07,-2.20519408514385,0.008,0.032,0.00186710211944694
"KLHL24",1.03084187521093e-07,-0.164928358221574,0.124,0.115,0.00189056399913685
"RP11-65I12.1",1.03295718881417e-07,-1.19240924043556,0.03,0.055,0.00189444348428518
"RP5-940J5.9",1.04417271338996e-07,1.22303354957928,0.042,0.016,0.00191501275635719
"AC104532.4",1.04754345456577e-07,-3.12895534120952,0.003,0.021,0.00192119469567363
"ARSK",1.05558218555116e-07,-2.57050361203058,0.006,0.025,0.00193593772830083
"EPS15L1",1.06192066419418e-07,-1.05281212000341,0.044,0.08,0.00194756249813214
"FAM204A",1.06314850764509e-07,0.234223314312866,0.251,0.196,0.0019498143630211
"GPR107",1.06496755047216e-07,1.40892385290241,0.03,0.01,0.00195315048756594
"NR6A1",1.06588139136257e-07,3.40557155832521,0.013,0.001,0.00195482647175895
"BCAT1",1.06820587194728e-07,2.23087232581794,0.023,0.005,0.0019590895691513
"ARHGEF2",1.07271496136582e-07,-0.597926851524964,0.122,0.163,0.00196735923914491
"ZNF263",1.07496384448937e-07,-0.994269509822628,0.044,0.076,0.00197148369079351
"LINC01138",1.08958011960891e-07,-1.58806401305364,0.017,0.044,0.00199828993936274
"ACD",1.09104472480052e-07,-0.813447376063574,0.057,0.085,0.00200097602528415
"CLN8",1.0965375466029e-07,-0.383841240703246,0.084,0.085,0.00201104986046972
